N2_T,N_T,H_T,NH3_T,NH2_T,NH_T,N2,H2,NH3,N2_S,N_S,H_S,NH3_S,NH2_S,NH_S,N_S3,time
3.563269554544623e-10,1.675161793229322e-07,9.61476792012163e-08,1.4913080066127423e-11,6.489504331060848e-11,2.8153705143998103e-06,0.0002566690270412508,0.0007700100462516073,3.0268225959431214e-07,1.0269365706313725e-11,1.8357393847265769e-09,2.5498001602135262e-09,3.037608209300112e-11,5.581971633136137e-08,2.5837754467745603e-09,7.421479949291894e-13,0.00039679798637237695
3.5193048655411674e-10,1.676115651023044e-07,9.613577327467037e-08,1.4997463075572338e-11,6.434981936464922e-11,2.8152801491837204e-06,0.00025666903260434696,0.0007700101031281526,3.0268409015068284e-07,9.23739996150478e-12,1.8375894447798715e-09,2.5579259356447913e-09,2.877448148747468e-11,5.5807128979428875e-08,2.5894728615048195e-09,7.260379298975979e-13,0.00039909881672883785
3.480106712227527e-10,1.6766737575739163e-07,9.612913770950653e-08,1.5025886512435832e-11,6.400118711114386e-11,2.815226495995701e-06,0.00025666903737152976,0.0007700101366892298,3.0268526488964965e-07,8.640901268321208e-12,1.8390068350725796e-09,2.562377863724547e-09,2.774574555207863e-11,5.579990043717115e-08,2.5928043511895446e-09,7.219785591231006e-13,0.00040139964708529874
3.4409393497179314e-10,1.677113787684481e-07,9.612361016769967e-08,1.503500972422708e-11,6.370985390860163e-11,2.8151836028637718e-06,0.000256669042009626,0.0007700101634960478,3.026862039863714e-07,8.202469488769734e-12,1.8403588231544212e-09,2.5654634366794972e-09,2.6924180508513316e-11,5.579467462810544e-08,2.5951670009874073e-09,7.231421973071034e-13,0.0004050048730626088
3.3943540094601116e-10,1.677669375340557e-07,9.611622221462056e-08,1.505041699008492e-11,6.336335011839904e-11,2.8151294757595334e-06,0.0002566690475002297,0.0007700101974062652,3.026873338039776e-07,7.674540645238341e-12,1.8420149563344084e-09,2.56920024134268e-09,2.5935594675608935e-11,5.57883446469799e-08,2.5979915444133228e-09,7.236573114560024e-13,0.00040861009903991885
3.319864496778238e-10,1.6786094670945305e-07,9.610263748708115e-08,1.508361442691303e-11,6.279067148140084e-11,2.8150380234555095e-06,0.00025666905629516407,0.0007700102550362403,3.0268912606281006e-07,6.781368835608951e-12,1.844735003295964e-09,2.5754020315702144e-09,2.4368623176055867e-11,5.577812796965832e-08,2.602342762898813e-09,7.228974873853545e-13,0.0004122153250172289
3.2176819856360274e-10,1.6796996114355197e-07,9.608483063269409e-08,1.509325827897412e-11,6.212572565652952e-11,2.814930761552887e-06,0.0002566690681780387,0.0007700103229538138,3.0269121541133765e-07,5.791988743733758e-12,1.848321736428046e-09,2.581698071566459e-09,2.2537651871870145e-11,5.576785155941757e-08,2.6063232790976025e-09,7.284801278650576e-13,0.00042105538688375077
3.086372867199769e-10,1.6808930442487237e-07,9.606180833911891e-08,1.5064434137440322e-11,6.141292395448889e-11,2.814811713044817e-06,0.0002566690832650378,0.0007700103989542024,3.0269351397518014e-07,4.757459957964774e-12,1.8527934324431558e-09,2.587366865741285e-09,2.0517593469895056e-11,5.5759043015702807e-08,2.608973774267062e-09,7.428538813752026e-13,0.00042989544875027264
2.931168275680774e-10,1.6821076694402796e-07,9.6033771461361e-08,1.499098596319839e-11,6.071339722158921e-11,2.8146886646716377e-06,0.0002566691009186484,0.0007700104783555427,3.0269585317508766e-07,3.763739478392019e-12,1.8579608640840756e-09,2.5916802220634823e-09,1.845318032717684e-11,5.5753139389185194e-08,2.609493959453413e-09,7.669104634086948e-13,0.0004387355106167945
2.751697117310165e-10,1.6833101150554062e-07,9.599803585367402e-08,1.485739558801734e-11,6.008943732551597e-11,2.8145644190565834e-06,0.0002566691211497441,0.0007700105601709533,3.0269816275708803e-07,2.8420549839583523e-12,1.8638190579912744e-09,2.5940474766984166e-09,1.6407742602705437e-11,5.5752041015357096e-08,2.606471378912969e-09,8.023627547953716e-13,0.00045005405376485896
2.554659303023823e-10,1.6844219495594999e-07,9.595177343591016e-08,1.465519427088476e-11,5.964296560793445e-11,2.814446331480722e-06,0.0002566691431845809,0.0007700106409109932,3.0270028539058447e-07,2.063252991797717e-12,1.8701775471739696e-09,2.5937269224171634e-09,1.4518827026289057e-11,5.575815417064876e-08,2.5981690548050418e-09,8.501640551696011e-13,0.00046137259691292343
2.3502703002774e-10,1.6853467879128046e-07,9.589223653761068e-08,1.4375739385199473e-11,5.949927056069589e-11,2.8143437553006792e-06,0.0002566691658644255,0.0007700107159663444,3.0270204617638745e-07,1.4968102353053237e-12,1.8767089552131903e-09,2.5900930707072662e-09,1.2947300536187701e-11,5.577389191646529e-08,2.5828193085896757e-09,9.099814124812442e-13,0.0004726911400609879
2.1382950304927138e-10,1.6861519988595624e-07,9.581375188617612e-08,1.4023285132285837e-11,5.969391293817502e-11,2.8142502856362355e-06,0.00025666918930345866,0.0007700107909908272,3.027035943178487e-07,1.0525608246545004e-12,1.883518293269592e-09,2.583778514323283e-09,1.1571269702900975e-11,5.5799728378137176e-08,2.5594442078877256e-09,9.805741372696713e-13,0.00048400968320905235
1.9254020754378405e-10,1.6868140065730736e-07,9.57117267294799e-08,1.3601725761681977e-11,6.032164069732395e-11,2.814168438467158e-06,0.0002566692128064012,0.0007700108662380428,3.027049195864553e-07,7.21460901079961e-13,1.89045435401004e-09,2.5749295321069023e-09,1.0410756622164534e-11,5.5836896521489564e-08,2.5267714720545695e-09,1.0604748790525115e-12,0.0004970968652315833
1.720583507206247e-10,1.6873014143280465e-07,9.558179732787667e-08,1.3121837433775368e-11,6.148545434517906e-11,2.814101662927519e-06,0.00025666923542937695,0.0007700109415285736,3.027060107968926e-07,4.985006676760734e-13,1.8973161097989964e-09,2.563823649540808e-09,9.487054328084971e-12,5.588625568505404e-08,2.483811210486964e-09,1.1471963929521523e-12,0.0005101840472541141
1.5234750817080688e-10,1.6876291271916762e-07,9.54185203747748e-08,1.2589789894874497e-11,6.326090279359223e-11,2.8140486599940017e-06,0.0002566692572660564,0.0007700110198680676,3.027069668272276e-07,3.373238931635802e-13,1.904153311510523e-09,2.5509160974981555e-09,8.72649582240302e-12,5.594820383579093e-08,2.4297972208225422e-09,1.239096285554411e-12,0.000523271229276645
1.3395044848991652e-10,1.6877725803971998e-07,9.521747862209109e-08,1.2019990285772626e-11,6.574760036777735e-11,2.814012119366177e-06,0.00025666927776921557,0.0007700111018054897,3.027078167913852e-07,2.2563319477173367e-13,1.9108873609898407e-09,2.536548839821172e-09,8.112033828022709e-12,5.602299484544654e-08,2.364231277414824e-09,1.3333301142248626e-12,0.0005363584112991759
1.171472971923363e-10,1.6876964380067451e-07,9.497541297697427e-08,1.1426285375997709e-11,6.904496882598562e-11,2.8139958491003325e-06,0.0002566692966492671,0.0007700111869851356,3.0270858805443357e-07,1.5015588591417714e-13,1.9174191474984668e-09,2.521092445098063e-09,7.628519901761834e-12,5.611039601116189e-08,2.2870944144589396e-09,1.4262187089339953e-12,0.0005494455933217068
1.0236789101350338e-10,1.687353956846635e-07,9.469068709911565e-08,1.0828707047511312e-11,7.324475106286878e-11,2.8140048683922177e-06,0.0002566693134548098,0.0007700112739619445,3.02709295578707e-07,1.0370849364369061e-13,1.9236289499790864e-09,2.5049533438335103e-09,7.264416975005253e-12,5.6209533655017115e-08,2.1989820483622804e-09,1.513194987115285e-12,0.0005625327753442377
8.928893757898129e-11,1.6867042120165907e-07,9.43609835524335e-08,1.0233214379717287e-11,7.844721812180203e-11,2.814043187372531e-06,0.0002566693285453432,0.000770011361979665,3.027099862937746e-07,7.172572652171601e-14,1.9295817307309153e-09,2.488280958028343e-09,6.9764198779253244e-12,5.631998076484435e-08,2.1001883603314874e-09,1.591417350321693e-12,0.0005756199573667686
7.78983416914015e-11,1.6856817425271217e-07,9.398648996553876e-08,9.653492442166013e-12,8.474454506428825e-11,2.81411740783937e-06,0.00025666934193606345,0.0007700114480598426,3.027106684530613e-07,5.104680160282528e-14,1.935255956566245e-09,2.4712515160571153e-09,6.744311860522112e-12,5.64406631930082e-08,1.991663394394365e-09,1.657091801436007e-12,0.0005887071393892995
6.802901697317149e-11,1.684209073914881e-07,9.356995255777627e-08,9.095676344129559e-12,9.221051201982353e-11,2.8142353306227117e-06,0.0002566693537996852,0.0007700115275955187,3.0271134592517025e-07,3.604847146895642e-14,1.9406280187351825e-09,2.454013893144524e-09,6.548378110908888e-12,5.6570070829405496e-08,1.874827046148487e-09,1.7066208813654591e-12,0.0006017943214118304
5.95980424382818e-11,1.6822002693160082e-07,9.31166138857554e-08,8.569125165822593e-12,1.0088501563522005e-10,2.8144056392374927e-06,0.000256669364220346,0.000770011594568419,3.0271200400799536e-07,2.5531412340208585e-14,1.9456744307883193e-09,2.43669816163865e-09,6.371439217743595e-12,5.6706252741875474e-08,1.7515496052601504e-09,1.7369352369204846e-12,0.0006148815034343613
5.24104341949455e-11,1.6794619063194088e-07,9.262876450292176e-08,8.076640045390858e-12,1.1095263516538445e-10,2.8146473321898386e-06,0.00025666937342509337,0.0007700116384915771,3.0271261010696187e-07,1.7562744675074426e-14,1.9504163896578775e-09,2.419184925228613e-09,6.193669798507256e-12,5.6848661083770926e-08,1.622509724459068e-09,1.7445142320528665e-12,0.0006279686854568922
4.64409253644763e-11,1.6760218428858264e-07,9.212697202696947e-08,7.629885842382738e-12,1.2207159699396278e-10,2.814958484868677e-06,0.00025666938140111084,0.0007700116530102739,3.027131240078228e-07,1.2596430870243526e-14,1.9547772957330985e-09,2.4018901291644763e-09,6.006610994586327e-12,5.699207451401322e-08,1.492597734259901e-09,1.7299378117297841e-12,0.0006410558674794231
4.151581345634526e-11,1.6719225696103838e-07,9.163101000487619e-08,7.234548686370159e-12,1.3387664485339485e-10,2.815335623979887e-06,0.0002566693882951564,0.0007700116326419724,3.027135069053174e-07,8.319638804291686e-15,1.9587114585215044e-09,2.3851372986004107e-09,5.804955018891296e-12,5.713195219315926e-08,1.3660846782421439e-09,1.6952210027387646e-12,0.000654143049501954
3.7639639083664295e-11,1.6672214100702954e-07,9.115890450516297e-08,6.894841240651535e-12,1.459886535348306e-10,2.8157736994583505e-06,0.0002566693940796135,0.0007700115731670212,3.027137220595201e-07,6.904222075912816e-15,1.9622014380776268e-09,2.369157606504693e-09,5.585781362802764e-12,5.726460436497556e-08,1.2464487174327435e-09,1.6435666968120422e-12,0.0006672302315244849
3.452047890264216e-11,1.6621181672909767e-07,9.072792798463228e-08,6.610988083913599e-12,1.5789383152140785e-10,2.8162536844989195e-06,0.0002566693990070876,0.0007700114779244297,3.0271376093099966e-07,5.33131797696783e-15,1.9652266325076252e-09,2.354304158698569e-09,5.354625025533298e-12,5.738612961736125e-08,1.1372543909580487e-09,1.5803243897071757e-12,0.0006803174135470158
3.2236401831295784e-11,1.6564083422926718e-07,9.034538009554096e-08,6.378631226564194e-12,1.695685507989096e-10,2.8167955604493627e-06,0.00025666940306025635,0.0007700113328851621,3.0271356237551776e-07,4.380939139004728e-15,1.967881725664194e-09,2.3401503958317113e-09,5.105614236704402e-12,5.749764706884783e-08,1.0377272050448937e-09,1.5065693261722592e-12,0.0006910314578441046
3.040574369163609e-11,1.649699354875886e-07,9.002489868015256e-08,6.195903756097794e-12,1.8102108658285419e-10,2.817437653644944e-06,0.000256669406732382,0.0007700111110049543,3.0271303337376126e-07,3.688923748551091e-15,1.9702980565880534e-09,2.3259094207396324e-09,4.832592053215217e-12,5.760168189024651e-08,9.460127723690852e-10,1.421921210767098e-12,0.0007017455021411934
2.90860672861087e-11,1.6427248868295382e-07,8.977609578468526e-08,6.0607891279399126e-12,1.9141055276375897e-10,2.818108520599038e-06,0.0002566694098295976,0.0007700108463856854,3.027122915620566e-07,3.1366317570668427e-15,1.9723995844964505e-09,2.3125089882728934e-09,4.562963065855624e-12,5.769307953693117e-08,8.663778370281456e-10,1.3365807408388644e-12,0.0007124595464382821
2.8194978409450044e-11,1.6360641891483753e-07,8.959791599855003e-08,5.967114059626395e-12,2.0023699553813902e-10,2.818751432106675e-06,0.000256669412337364,0.0007700105694473021,3.027114516942074e-07,2.7799027355667374e-15,1.974156834305653e-09,2.300562903222639e-09,4.3172413705294126e-12,5.7769395361849136e-08,8.006581303829302e-10,1.2579090631918357e-12,0.0007231735907353709
2.762640507915413e-11,1.630119707301026e-07,8.948058070725307e-08,5.9063824511058665e-12,2.073260725017657e-10,2.8193266515702608e-06,0.0002566694143045034,0.0007700103050385807,3.0271061457455086e-07,2.5357103433501975e-15,1.9755791302809064e-09,2.2903868740570458e-09,4.10805201046331e-12,5.783050353323183e-08,7.486420675271019e-10,1.190279567652752e-12,0.0007362368925996066
2.7269040699003718e-11,1.6252018140486536e-07,8.94073618639885e-08,5.868096892806696e-12,2.1272903238527217e-10,2.8198032827755086e-06,0.0002566694158009177,0.000770010076262125,3.027098751961098e-07,2.356447689702265e-15,1.976688935124364e-09,2.2821795953273716e-09,3.9420700789210865e-12,5.78774734569362e-08,7.090348933765732e-10,1.1361171511048762e-12,0.0007470583660875718
2.7113400388232392e-11,1.6214453726431974e-07,8.937500608762375e-08,5.850725776435895e-12,2.164044301623213e-10,2.820168051356507e-06,0.0002566694168113078,0.0007700098915376573,3.0270926814374925e-07,2.253233315048926e-15,1.9774735914046146e-09,2.276095115991749e-09,3.822559476137144e-12,5.790995932624959e-08,6.820368803404695e-10,1.096389280113853e-12,0.0007489236886790707
2.7094498934930783e-11,1.618775319240936e-07,8.937159226887469e-08,5.847851654114534e-12,2.1864290005778694e-10,2.8204278405831546e-06,0.0002566694174306299,0.0007700097518233864,3.027088067985454e-07,2.199957566315037e-15,1.9779892291626374e-09,2.2718718077759255e-09,3.744127221979836e-12,5.7930539858677704e-08,6.652856960162392e-10,1.0695375065732655e-12,0.0007507890112705695
2.7150092301965775e-11,1.617169375311062e-07,8.938157296090616e-08,5.8517817108166246e-12,2.1975861824635966e-10,2.8205844041130432e-06,0.0002566694177323607,0.0007700096626030875,3.0270851152784143e-07,2.1823088557258577e-15,1.978274939824987e-09,2.2693882617353425e-09,3.701173842215064e-12,5.7941418490427236e-08,6.566705915992304e-10,1.0542716880933212e-12,0.0007526543338620684
2.7229564412040325e-11,1.6160599739024493e-07,8.939910183930495e-08,5.859409859920186e-12,2.203236958756491e-10,2.8206927832954575e-06,0.00025666941790047264,0.0007700095962949846,3.027082964499824e-07,2.173022872709066e-15,1.9784575481889714e-09,2.267684119573942e-09,3.6755230032941064e-12,5.7947834300220006e-08,6.518152052510981e-10,1.0444770329578163e-12,0.0007545196564535672
2.7406559176722097e-11,1.6144883179653036e-07,8.941952211999707e-08,5.8679358045270025e-12,2.21204208706153e-10,2.8208461261042392e-06,0.0002566694180825574,0.0007700095041242829,3.0270800551242635e-07,2.1723405469295025e-15,1.9787366395595293e-09,2.26518473403229e-09,3.63816985397695e-12,5.7957824177898093e-08,6.441035001273797e-10,1.0302364165080978e-12,0.0007582503016365649
2.7476847729690324e-11,1.6118429522181287e-07,8.945367020425742e-08,5.882172153489726e-12,2.2269929378887638e-10,2.821104132987933e-06,0.0002566694186232664,0.0007700093489426685,3.027075235953282e-07,2.1441508310859323e-15,1.979216971188521e-09,2.2609169773729036e-09,3.5747643852106994e-12,5.797500378293687e-08,6.308099910793821e-10,1.0061063383435745e-12,0.0007619809468195626
2.7648355117160117e-11,1.6087864694574003e-07,8.950041219803453e-08,5.901696975506359e-12,2.2428565849084602e-10,2.8214023854532413e-06,0.00025666941915823243,0.0007700091664180078,3.027069610838519e-07,2.1208759483474443e-15,1.9797623670919264e-09,2.255990937760116e-09,3.5047792065390468e-12,5.799414634992147e-08,6.161572155855113e-10,9.787508312365863e-13,0.0007657115920025603
2.79361103686731e-11,1.6051454065879221e-07,8.95753138636166e-08,5.934187728829313e-12,2.258168273924803e-10,2.821757916994915e-06,0.00025666941972574044,0.000770008940304984,3.027062872510536e-07,2.1070446230275266e-15,1.980402377042151e-09,2.2500301254761694e-09,3.4269091759047473e-12,5.8015538000151486e-08,6.002073938265795e-10,9.471580427837443e-13,0.0007728582524002547
2.8416635019925744e-11,1.6009132616179956e-07,8.969273935665246e-08,5.9874857807684235e-12,2.2703719765162091e-10,2.8221714281500785e-06,0.0002566694202698025,0.0007700086636679333,3.027055055753485e-07,2.1143397342810614e-15,1.9811417214167965e-09,2.242880055873747e-09,3.3427061854397417e-12,5.803846789188995e-08,5.838175087618847e-10,9.117203337240377e-13,0.0007800049127979491
2.916706039260106e-11,1.5962435812327832e-07,8.986366586940791e-08,6.068778947035806e-12,2.2762702396203193e-10,2.8226279377305027e-06,0.00025666942070104475,0.0007700083395204273,3.0270465108950006e-07,2.157269736445508e-15,1.981962309651542e-09,2.234609969541942e-09,3.2558044087571346e-12,5.806140653426572e-08,5.684584286148069e-10,8.740476746322567e-13,0.0007871515731956436
3.026553250011107e-11,1.5911791424434438e-07,9.009593501038746e-08,6.1846681480939245e-12,2.2741387785753695e-10,2.8231231672251583e-06,0.00025666942095612256,0.0007700079664263635,3.027037393624168e-07,2.2495074781570618e-15,1.9828732739818362e-09,2.225097150232535e-09,3.1647902994070675e-12,5.8083956271226354e-08,5.546412873035627e-10,8.343500473365857e-13,0.000794298233593338
3.159390746392035e-11,1.5860772121372429e-07,9.037351793515187e-08,6.325412842121731e-12,2.2641842249013063e-10,2.8236221871034474e-06,0.0002566694210544922,0.000770007570432878,3.027028447645596e-07,2.3601145024564497e-15,1.9838081463664593e-09,2.2150272268418916e-09,3.074844073177485e-12,5.8104671395118504e-08,5.431854613311337e-10,7.954640579920815e-13,0.0008054641273922414
3.336227807578629e-11,1.5811165100430005e-07,9.071316194645446e-08,6.50763738862877e-12,2.2419289773299027e-10,2.824107330172096e-06,0.0002566694208043646,0.0007700071531917971,3.0270200288250053e-07,2.5229946655050737e-15,1.9847738327965255e-09,2.2042421383930303e-09,2.985261635132134e-12,5.81219244063881e-08,5.358651831930811e-10,7.585152622033539e-13,0.0008166300211911448
3.5831558738745837e-11,1.576189650054388e-07,9.112819779719745e-08,6.749380964654349e-12,2.2055915515294918e-10,2.824588766984736e-06,0.000256669420028777,0.0007700067029992503,3.027011773885214e-07,2.7828552695510944e-15,1.985834237534347e-09,2.1921423106247484e-09,2.8890851538539736e-12,5.813611433338754e-08,5.328226529967732e-10,7.216455273916083e-13,0.0008277959149900482
3.927281626586405e-11,1.5714745961597567e-07,9.161749985802675e-08,7.06446933836673e-12,2.153491398340631e-10,2.8250487977368093e-06,0.00025666941846541483,0.0007700062300546996,3.02700361513233e-07,3.2047151297165057e-15,1.9870017640669793e-09,2.178676180135119e-09,2.788268777785699e-12,5.814599929805148e-08,5.353316997758839e-10,6.853193370001226e-13,0.0008389618087889517
4.3962623893597184e-11,1.5672135826136085e-07,9.216681668605062e-08,7.461212680070834e-12,2.0856172247438697e-10,2.8254634532409578e-06,0.00025666941581457245,0.0007700057542179729,3.026995407120978e-07,3.894771899877743e-15,1.9882717612893795e-09,2.1640390199593404e-09,2.6892286567339625e-12,5.815009234636594e-08,5.446758340290115e-10,6.504813601643054e-13,0.0008501277025878551
5.0162941323548197e-11,1.5636836009718776e-07,9.274899020495616e-08,7.939947998958017e-12,2.0038828378636405e-10,2.825805419508384e-06,0.0002566694117592485,0.0007700053033379311,3.0269869401730113e-07,5.0262128507662154e-15,1.989621801331596e-09,2.1486706923622816e-09,2.603236375731683e-12,5.8146810499068216e-08,5.620018476574449e-10,6.184698327046147e-13,0.0008663124210528395
5.823104992712871e-11,1.5607261102080984e-07,9.335131840754076e-08,8.504647914890126e-12,1.9110491040720635e-10,2.8260900609701393e-06,0.0002566694059840532,0.0007700048758871438,3.026977234905026e-07,6.881509093104055e-15,1.991093855847056e-09,2.1323402973617647e-09,2.535479121102837e-12,5.81363132175998e-08,5.873279557984418e-10,5.876051280317757e-13,0.0008824971395178238
6.847075159776006e-11,1.5583756861253322e-07,9.394951377544868e-08,9.148395731486013e-12,1.8106369288804524e-10,2.8263139559037937e-06,0.00025666939815826147,0.0007700044858552859,3.0269656227321445e-07,9.89712295941275e-15,1.9926811560820143e-09,2.1152991548860364e-09,2.5131713535437208e-12,5.8117795302169053e-08,6.211777426094049e-10,5.579859760489434e-13,0.0008986818579828082
8.113872107814291e-11,1.556656100076925e-07,9.451698782744369e-08,9.856464334537949e-12,1.7071653525739935e-10,2.8264747088180323e-06,0.00025666938798031,0.0007700041476247991,3.0269526408007125e-07,1.480646659681904e-14,1.99436078813881e-09,2.0979197257322956e-09,2.4620841949179703e-12,5.809059087047843e-08,6.639294989527498e-10,5.302955990335001e-13,0.0009148665764477926
9.874978809377705e-11,1.555648289921779e-07,9.504140943786679e-08,1.0645155308584272e-11,1.6007989244803906e-10,2.826563649916685e-06,0.0002566693730659834,0.0007700038753891194,3.0269346495931647e-07,3.429820072233623e-14,1.9961793577629476e-09,2.079486874235983e-09,2.617626508846049e-12,5.804800142288554e-08,7.226217628030502e-10,5.032189721865348e-13,0.0009310512949127769
1.183632854816299e-10,1.5552941317246068e-07,9.547266751709368e-08,1.1410934407950043e-11,1.5041820011566625e-10,2.826587952586132e-06,0.00025666935602249746,0.0007700036851768985,3.0269145071018227e-07,6.55231796377705e-14,1.9979125438359545e-09,2.0622040077685724e-09,2.9241584214715894e-12,5.7997633349315256e-08,7.877907739212091e-10,4.794596352258787e-13,0.0009472360133777613
1.3778458952905344e-10,1.5552664609747361e-07,9.581514708246151e-08,1.2098330481930293e-11,1.4217295638099806e-10,2.8265807212107765e-06,0.0002566693389130159,0.0007700035541180609,3.026894311812628e-07,1.039367227078527e-13,1.999462734228831e-09,2.0468413392639777e-09,3.318868593359081e-12,5.794634853842797e-08,8.520233139008497e-10,4.589920658873639e-13,0.0009634207318427457
1.551329269899885e-10,1.5554216615139668e-07,9.606718889846179e-08,1.2661711764354365e-11,1.3569516401951312e-10,2.8265568866055047e-06,0.00025666932348054303,0.0007700034722461178,3.026876041170249e-07,1.4468040854987455e-13,2.000733699494143e-09,2.0342386223456206e-09,3.7447721380619905e-12,5.78996058440619e-08,9.092260087262278e-10,4.4255824288485756e-13,0.00097960545030773
1.6901785255002419e-10,1.5556472432096252e-07,9.623515583801636e-08,1.3076457299382222e-11,1.3109592925979674e-10,2.8265280558320957e-06,0.00025666931103461327,0.0007700034282195707,3.026861168749127e-07,1.8308866506791475e-13,2.001671398800276e-09,2.0248600509079846e-09,4.149873451909497e-12,5.786152844380854e-08,9.549606212322074e-10,4.3049369339358384e-13,0.0009957901687727144
1.786055939589715e-10,1.555861436694866e-07,9.633098314491414e-08,1.333821708594354e-11,1.2828467213815692e-10,2.8265025360826427e-06,0.000256669302384642,0.000770003410616501,3.026850583180269e-07,2.149957049709758e-13,2.0022646061407542e-09,2.018804375559329e-09,4.489656513329411e-12,5.7834688914890895e-08,9.866431288581914e-10,4.2274621114257387e-13,0.0009957903792638945
1.836910627546501e-10,1.556012327152031e-07,9.637021476085832e-08,1.3461309594875895e-11,1.2700298844766055e-10,2.8264854067402333e-06,0.00025666929776754576,0.000770003408959549,3.026844537086817e-07,2.3711806947730214e-13,2.0025442517809423e-09,2.015813967727453e-09,4.730251142010277e-12,5.7819899841362097e-08,1.0037379948342445e-09,4.1888899482755226e-13,0.0009957905897550745
1.8477273384647855e-10,1.5560776887557304e-07,9.637061984221951e-08,1.3477308773842556e-11,1.2686078806694546e-10,2.8264785175254123e-06,0.0002566692967722783,0.0007700034144779373,3.026842621342526e-07,2.4759425174629256e-13,2.002580627406261e-09,2.0152849789873973e-09,4.851379946699657e-12,5.781600954267943e-08,1.0079486388075697e-09,4.181379065053563e-13,0.0009957908002462545
1.8313235605098347e-10,1.5560661967689218e-07,9.63512064779921e-08,1.3431142764693464e-11,1.2736172356640219e-10,2.826480369583492e-06,0.00025666929825909787,0.0007700034207219514,3.0268437186740794e-07,2.4712246796380817e-13,2.002477314592566e-09,2.0162796357750973e-09,4.855871780956823e-12,5.78197349840655e-08,1.0033617310625075e-09,4.1931243286773066e-13,0.0009957910107374346
1.8083946377583604e-10,1.556020064658045e-07,9.633181024623995e-08,1.337691023201772e-11,1.2793594803845536e-10,2.8264858143708234e-06,0.0002566693003530197,0.0007700034239233308,3.0268463439441373e-07,2.4045745676794225e-13,2.002360078717459e-09,2.0175482239051096e-09,4.742854629135812e-12,5.782554323101621e-08,9.965793335321518e-10,4.210547601615239e-13,0.0009957912212286146
1.808516594215767e-10,1.5560200207408568e-07,9.633178723444792e-08,1.3373825370994462e-11,1.2793692527716067e-10,2.8264858218308314e-06,0.00025666930034139754,0.0007700034239292897,3.0268463701047583e-07,2.3972925806573243e-13,2.0023599956596196e-09,2.0175491531275505e-09,4.7433956652511055e-12,5.7825547479075604e-08,9.965713618581312e-10,4.2105323333132163e-13,0.0009957916422109747
1.808886166142601e-10,1.5560200408381823e-07,9.633159969791515e-08,1.3371206205798255e-11,1.2793744192043485e-10,2.826485822809626e-06,0.00025666930030444034,0.0007700034240255448,3.0268464043194324e-07,2.3980493830578693e-13,2.0023600311752893e-09,2.0175486892793384e-09,4.742557948264878e-12,5.7825544722353825e-08,9.965704641877278e-10,4.2105084548016997e-13,0.0009957920631933348
1.8099799691436483e-10,1.5560203281601302e-07,9.633107770743679e-08,1.3372034741042149e-11,1.2793487227978046e-10,2.826485792209526e-06,0.00025666930019557923,0.0007700034243226468,3.026846447072006e-07,2.403144801550854e-13,2.002360563194302e-09,2.017542477682283e-09,4.736973699619816e-12,5.7825513629290666e-08,9.966038878323896e-10,4.2104802699016887e-13,0.0009957955533614893
1.8119216550113468e-10,1.5560210249290927e-07,9.633023143740077e-08,1.3377869863964716e-11,1.2792709052400385e-10,2.8264857116129646e-06,0.000256669300003092,0.0007700034248334425,3.0268465001153435e-07,2.4111716410639693e-13,2.0023618559650495e-09,2.0175274958663797e-09,4.724674311221987e-12,5.782543947046153e-08,9.96691647896806e-10,4.2104565495335604e-13,0.0009957990435296438
1.8145484948510106e-10,1.556022034100071e-07,9.632911782161343e-08,1.3388761020750243e-11,1.2791514814426237e-10,2.8264855918998957e-06,0.0002566692997430448,0.0007700034255172869,3.026846552547542e-07,2.4207735236691977e-13,2.002363731800443e-09,2.01750580575061e-09,4.7068602285154555e-12,5.78253325836154e-08,9.968218818060494e-10,4.210445024157662e-13,0.0009958339452218468
1.8177259285167949e-10,1.5560235960869124e-07,9.632795768185818e-08,1.3404338469313824e-11,1.2789534372044143e-10,2.8264854024341346e-06,0.00025666929942980886,0.0007700034262940883,3.0268466283227375e-07,2.431215932647381e-13,2.002366634134393e-09,2.017472347412822e-09,4.681113059697044e-12,5.782516809458427e-08,9.970280241000002e-10,4.210454909813438e-13,0.0009958688469140498
1.821144214388522e-10,1.556025842866616e-07,9.632701120941556e-08,1.3422564938664124e-11,1.2786566294031034e-10,2.8264851269594342e-06,0.0002566692990948829,0.0007700034270503452,3.026846748507542e-07,2.4418035228565884e-13,2.002370801993517e-09,2.017424393041816e-09,4.6471515443292045e-12,5.7824932353520677e-08,9.97327860632626e-10,4.210483571754192e-13,0.0009959316176981758
1.8244893550269504e-10,1.5560287948118645e-07,9.632649396512263e-08,1.3441420378508686e-11,1.2782581774876823e-10,2.8264847634491022e-06,0.0002566692987698075,0.0007700034276807369,3.0268469174010073e-07,2.4517174274248043e-13,2.0023762653957613e-09,2.0173615972314743e-09,4.606538767767011e-12,5.782462331683973e-08,9.977235921684536e-10,4.21052078423336e-13,0.000995994388482302
1.8271028195185028e-10,1.5560313043147534e-07,9.632621555140614e-08,1.34570899370437e-11,1.2778998918178738e-10,2.8264844489854456e-06,0.00025666929851665904,0.0007700034281370551,3.026847113307893e-07,2.458857852321834e-13,2.0023809546067998e-09,2.017307911769586e-09,4.56711703033983e-12,5.7824360920879825e-08,9.980669618914864e-10,4.2106271465574256e-13,0.000996057159266428
