-4.152690219999999877e-01,3.852846310000000024e-02,-1.173834490000000058e-04,1.687856809999999944e-07,-9.231867950000000110e-11,-7.582376290000000154e+03,1.759885530000000031e+00
-6.265493069999999998e-01,3.103626160000000182e-03,5.837368269999999848e-05,-1.818448089999999935e-07,1.561890659999999963e-10,-1.292014830000000075e+04,1.504663730000000088e+00
6.884964660000000292e-01,-1.385128679999999939e-02,8.471270910000000250e-05,-1.510688769999999916e-07,9.176863319999999631e-11,-6.472130000000000109e+03,-2.314653509999999859e+00
9.366358129999999838e-01,2.235684799999999861e-02,-4.084478699999999671e-05,4.762213959999999937e-08,-2.292371569999999952e-11,-1.584609690000000046e+04,-3.855313910000000011e+00
-5.521074929999999492e-01,1.286695839999999966e-02,4.037215940000000043e-05,-1.511780329999999928e-07,1.319092339999999972e-10,-1.360749389999999948e+04,8.947675590000000456e-01
-6.188825040000000000e-01,1.000542020000000018e-03,9.687058049999999710e-05,-2.706046120000000022e-07,2.204472970000000087e-10,-1.643739930000000095e+04,1.323222909999999919e+00
3.470210799999999818e+00,5.164398909999999565e-04,-2.884949169999999962e-06,6.064217060000000110e-09,-3.325453220000000134e-12,-1.042519909999999982e+03,3.200647280000000094e+00
2.528472310000000167e+00,7.093134220000000059e-03,-1.910407699999999934e-05,2.276946729999999868e-08,-1.001535220000000019e-11,-9.405992109999999684e+02,-1.360773469999999874e-01
2.783956620000000104e+00,4.958091450000000344e-03,-6.998978570000000221e-07,-3.648618530000000235e-10,1.181922649999999890e-13,-6.587081919999999627e+03,5.862456159999999805e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.813317629999999792e+00,4.240761409999999759e-02,-8.665660409999999551e-05,7.369592549999999473e-08,-1.443743789999999992e-11,-9.807188899999999194e+03,9.013815429999999296e+00
-5.672230560000000033e-01,2.064232269999999834e-03,6.298622770000000533e-05,-1.902139260000000080e-07,1.616926590000000028e-10,-1.350257040000000052e+04,1.297296140000000042e+00
-6.193769890000000444e-01,1.229832200000000042e-02,-4.415354939999999710e-05,9.629682270000000003e-08,-7.614238680000000285e-11,-6.042094720000000052e+03,2.262924420000000048e+00
8.565007780000000182e-01,2.344983419999999846e-02,-4.534145299999999755e-05,5.504247419999999976e-08,-2.727853949999999871e-11,-1.874384140000000116e+04,-3.655914549999999874e+00
-2.032574829999999888e-01,1.054023599999999970e-02,4.822814440000000005e-05,-1.644393759999999951e-07,1.406884069999999990e-10,-2.018441560000000027e+04,-2.576054680000000041e-01
-8.239060529999999716e-01,4.784223459999999671e-03,8.052906320000000322e-05,-2.417820790000000094e-07,2.019441940000000068e-10,-1.530561419999999998e+04,2.021902349999999959e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.902561140000000206e-01,9.890415050000000291e-03,2.661419289999999931e-05,-1.214663650000000110e-07,1.148269040000000021e-10,-7.998377620000000206e+03,2.797295699999999830e+00
